原始文本	情绪化推理	以偏概全	乱贴标签	读心术	先知错误	非此即彼	应该句式	放大	罪责归己	心理过滤	否定正面思考	罪责归他
他泄露了我的秘密，还让我知道了，但是碍于这份友谊，我还是装作不知道	0	0	0	0	0	0	0	0	0	0	0	0
我丑陋的外表让人们避而远之，我是那么的讨厌，无人会对我产生喜爱。	0	0	0	1	0	0	0	0	0	0	0	0
也许和病人之间有什么误会，我们也许需要谈谈	0	0	0	0	0	0	0	0	0	0	0	0
我将在对自己的憎恨和对父母的愧疚中度过余生	1	0	0	0	0	0	0	0	0	0	0	0
生在这样的家庭真让我痛苦，我只能用我的成就来讨欢心	1	0	0	0	0	0	0	0	0	0	0	0
工作太忙了，孩子也不争气，我不想看到他们，只想自己安静一会儿。	0	0	0	0	0	0	0	0	0	0	0	0
我的作业啊！我好不容易写完的作业啊！全都没了，明天就要交了，来不及了。	0	0	0	0	0	0	0	0	0	0	0	0
其他通过面试的人看我的眼神都不对劲。	0	0	0	1	0	0	0	0	0	0	0	0
空：感觉不到任何东西。 这他妈的糟透了，我的精神状态正在走下坡路。 我什至不能再哭了。 我厌倦了这种愚蠢的感觉，想要变得更好。	1	0	0	0	0	0	0	0	0	0	0	0
他们或许只是想多了解我，我是应该多跟他们分享生活了	0	0	0	0	0	0	0	0	0	0	0	0
我在老板面前的不当言论可能让他对同事们产生了负面影响，导致了工资的减少，我是害了大家的罪魁祸首。	0	0	0	0	0	0	0	0	1	0	0	0
莫名其妙的被传出这种消息，我就不该和任何人说话！	0	1	0	0	0	0	0	0	0	0	0	0
妈的，这世界总是给我使绊子，想活下去真的这么难吗，连鸭脖都恨不得我去死	0	0	0	0	0	0	0	0	0	0	0	0
我是一个不合群的人，被大家嫌弃才不带我玩	0	0	1	0	0	0	0	0	0	0	0	0
我这次失败了，我这辈子都不会投资成功的。	0	1	0	0	0	0	0	0	0	0	0	0
眼睛是做设计最重要的器官，我的眼睛坏了，肯定做设计会受影响，我这辈子都混不上高级设计师了，再也不会成功了。	0	0	0	0	0	1	0	0	0	0	0	0
我知道父母是因为爱我，所以我会跟他们好好沟通来解决这个问题	0	0	0	0	0	0	0	0	0	0	0	0
我就是个永远长不大的矮冬瓜，成为大家取乐的资本	0	0	1	0	0	0	0	0	0	0	0	0
我真是蠢啊，白白付出了这么多感情，真是蠢货，竟然觉得她会珍惜我的感情，真是蠢到家了，她根本没必要珍惜啊。	0	0	1	0	0	0	0	0	0	0	0	0
我和爸妈这辈子的交流看来只能这样了，我们永远都不会尝试去了解对方。	0	1	0	0	0	0	0	0	0	0	0	0
发展的挺好的，怎么说不行就不行了？一定是我的对家在暗中搞我。	0	0	0	1	0	0	0	0	0	0	0	0
那可是我最喜欢的午饭！我都饿了一中午，结果被这狗娘养的偷了！	0	0	0	0	0	0	0	0	0	0	0	0
领导训话的时候我差点哭出来，心里有无数的委屈，我不如辞职回家躺着。	1	0	0	0	0	0	0	0	0	0	0	0
完了，太丢人了，我今天还想去见女朋友，羞得我走在路上都不敢和别人对视。	0	0	0	0	0	0	0	0	0	0	0	0
都是我最近太忙了，冷落她了，他才不来找我，我的朋友远离我都是自作自受，都是我的问题	0	0	0	0	0	0	0	0	1	0	0	0
这样做可以鞭策我以后带作业，但我知道这是为了我的好，我应该感谢这份严格的教育。	0	0	0	0	0	0	0	0	0	0	0	0
怎么会是最后呢，真打消我的积极性，要我说评绩效最好是就不该存在。	0	0	1	0	0	0	0	0	0	0	0	0
正好有机会放松自己，我太享受这种孤独感了	0	0	0	0	0	0	0	0	0	0	0	0
我现在每天连上课都需要有人陪，我真是个无能的人。	0	0	1	0	0	0	0	0	0	0	0	0
他竟然如此狠毒地打我，看来他平常心里一定恨死我了吧。	0	0	0	1	0	0	0	0	0	0	0	0
这段时间找的公司都拒绝了我，说什么整体经济效益不好，我看都是放屁！找不到工作真是让人烦死了！我看我还不如在家里躺着啥也不干，免得搞得心烦气躁。	1	0	0	0	0	0	0	0	0	0	0	0
好难过啊为什么这么凶我呢，朋友就不会被他爸爸骂，说这么难听好想哭。	0	0	0	0	0	0	0	0	0	0	0	0
他们肯定觉得我不干净了，都不愿意继续跟我来往	0	0	0	1	0	0	0	0	0	0	0	0
我总是每晚大约在同一时间醒来，我讨厌这样	0	0	0	0	0	0	0	0	0	0	0	0
我的父亲就这么走了，我感觉天都塌下来了，整个世界要崩溃了。	0	0	0	0	0	1	0	0	0	0	0	0
驾校教练针对我，故意让我每次都挂科，好让我每年都交钱去那学，这驾校可真够黑的	0	0	0	1	0	0	0	0	0	0	0	0
连一份培训新人的工作都做不好，我不是一个负责任的前辈	0	0	1	0	0	0	0	0	0	0	0	0
不管你们觉得未来如何，我不打算理会，也不管别人怎么想。	0	0	0	0	0	0	0	0	0	0	0	0
这工作无休无止，就是为了让我难受而存在的	0	0	0	0	0	1	0	0	0	0	0	0
无法确诊是什么疾病使我心理压力很大，经常焦虑不安	1	0	0	0	0	0	0	0	0	0	0	0
我就是个事妈，怎么这点工作压力都承受不了	0	0	1	0	0	0	0	0	0	0	0	0
我很焦虑，我的论文得不到认可，科研真是一件让人害怕的事情	1	0	0	0	0	0	0	0	0	0	0	0
我不可能完成了，这项任务对我来说就像攀登珠峰，我真的一无所成，一整个早上都没有进展。	0	0	0	0	1	0	0	0	0	0	0	0
我收入比她低这么多，她已经看不起我了，心里面把我跟别的男人比。	0	0	0	0	1	0	0	0	0	0	0	0
为什么每次对他有点期待他都这么让人失望，果然希望成真这事对我来说就不存在。	0	1	0	0	0	0	0	0	0	0	0	0
我天生就是嘴笨的人，有些东西是后天无法弥补的。	0	1	0	0	0	0	0	0	0	0	0	0
他不再拿我当朋友了，他会和那些讨厌我的人一起合起伙来欺负我，我的生活再也不会有片刻的安宁。	0	0	0	0	1	0	0	0	0	0	0	0
他这样子说我，完全放下了我们之间的情谊，无论如何，都要好好谈一谈了。	0	0	0	0	0	0	0	0	0	0	0	0
我省在这个家的意义就是长大早早的嫁出去然后让他们拿彩礼，我只是一个赚钱工具	0	0	1	0	0	0	0	0	0	0	0	0
我这几天熬夜多了，估计要生一场大病了。	0	0	0	0	0	0	0	0	1	0	0	0
太痛苦了，我真的不能再干这工作了，再干下去我非猝死不可。我的生活一定会因为这份工作而彻底崩溃。	0	0	0	0	0	1	0	0	0	0	0	0
我不想做他们的小孩，做他们的小孩只有无尽的痛苦	1	0	0	0	0	0	0	0	0	0	0	0
我对这种人向来无法解决，遇到素质低的人对我来说是常有的事情，我总是会这么倒霉。	0	1	0	0	0	0	0	0	0	0	0	0
朋友靠不住，都会放你鸽子的	0	1	0	0	0	0	0	0	0	0	0	0
我经过思考好认为孩子说的其实也不无道理，可能是我的想法没有顾及他们的感受，虽然他们的做法不对，但也证明他们长大了，有自己的思考了，我很欣慰。	0	0	0	0	0	0	0	0	0	0	0	0
完了完了，昨天要的今天才想起送去，一会儿好好和领导道个歉吧。	0	0	0	0	0	0	0	0	0	0	0	0
明明跟朋友无关，却还要麻烦他耽误时间来送我，他心里一定觉得我是个累赘吧！	0	0	0	1	0	0	0	0	0	0	0	0
我一直以来都不是一个特别出众的人，我是一个连我自己都不喜欢的人	0	0	1	0	0	0	0	0	0	0	0	0
最近大家的压力太大了，脾气都有点暴躁，我还是忍着点，也不是什么大事。	0	0	0	0	0	0	0	0	0	0	0	0
我一点也不想继续呆着了，我真的好痛苦	1	0	0	0	0	0	0	0	0	0	0	0
眼睛不舒服的感觉真不好，我需要休息了。	0	0	0	0	0	0	0	0	0	0	0	0
连家都没了，我的一切都没了，我的人生已经完蛋了	0	0	0	0	0	1	0	0	0	0	0	0
他居然这么说我，我的心里很难过，我该怎么办	0	0	0	0	0	0	0	0	0	0	0	0
就算是不治之症，生活也要继续，我要乐观坚强地活下去！	0	0	0	0	0	0	0	0	0	0	0	0
我只想回家告诉我的父母对不起，因为我是一个失败者，虽然我什么也没做，也没有要求任何东西，但我仍然觉得我辜负了他们。我只想让每个人都别管我	0	0	0	0	0	0	0	0	1	0	0	0
我的朋友们嫌弃跟我出去玩很没意思，不愿意叫我出去一起玩	0	0	0	1	0	0	0	0	0	0	0	0
我感觉所有人都在嘲笑我这个失败者，无论是这里的人还是以前的高中的人，他们都在嘲笑我	0	0	0	1	0	0	0	0	0	0	0	0
我想知道我在别人眼中是什么样子，他们肯定要唾弃我。	0	0	0	0	1	0	0	0	0	0	0	0
别看要求到岗那么早，其实明天一去肯定没什么要紧事	0	0	0	0	1	0	0	0	0	0	0	0
我们家最后的希望就是这个孩子，现在连他都这样，我们家族就这么废掉了，我活着的最后一丝念想也没有了。	0	0	0	0	0	1	0	0	0	0	0	0
一旦成绩搞不好，那么孩子还有什么前途，这辈子都不会有出息。	0	0	0	0	0	1	0	0	0	0	0	0
认为自己不是合格的父亲，孩子今天的处境，让我感到一切都是我造成的。	0	0	0	0	0	0	0	0	1	0	0	0
没有办法，我就是没有勇气去参加说什么也没有用，我永远都是这样的软弱，改不了了。	0	1	0	0	0	0	0	0	0	0	0	0
我上学的时候没有好好学习，找工作也没有好好努力，我就是一个毫无作为的人。	0	0	1	0	0	0	0	0	0	0	0	0
好好跟他们谈谈，让他们知道我的不开心，我也是有心情的，我不喜欢这样。	0	0	0	0	0	0	0	0	0	0	0	0
我一生行善积德，为什么这种事情偏偏让我遇上？我的儿子也那么的善良，为什么偏偏他死了？这就是一个不公平的世界	0	0	1	0	0	0	0	0	0	0	0	0
我总是说些不合时宜的话，弄得所有人都讨厌起我来了。	0	1	0	0	0	0	0	0	0	0	0	0
总麻烦他怪不好意思的，等我好利索了请他吃个饭吧！	0	0	0	0	0	0	0	0	0	0	0	0
一定是我上辈子造了什么孽，这辈子老天爷才这么惩罚我	0	0	0	0	1	0	0	0	0	0	0	0
我每天早上都赖在床上，我怎么才能以后工作？我在完全浪费父母的钱。	0	0	0	0	0	1	0	0	0	0	0	0
我感到十分悲伤，重要的回忆消失了，崩溃的在地上大哭，认为我的青春也随着消失了，这个世界崩塌了。	0	0	0	0	0	1	0	0	0	0	0	0
加班真的太可怕了，难道我以后的生活就是在办公室无休止的加班吗？	0	1	0	0	0	0	0	0	0	0	0	0
我的身体不好，一定会被反复感染被大家嫌弃的	0	0	0	0	1	0	0	0	0	0	0	0
偌大的篮球场上只有我一个人在傻坐着，其他人很难不认为我是个奇怪的人	0	0	0	0	1	0	0	0	0	0	0	0
展示中途出了点小问题，希望不要影响评委打分了，我的表达能力还真是需要再练习练习提高一下了	0	0	0	0	0	0	0	0	0	0	0	0
我说这样难听的话，他们肯定后悔生了我吧，他们现在，巴不得把我赶出这个家，永远都不要再出现在他们眼前。	0	0	0	1	0	0	0	0	0	0	0	0
她有可能是临时有事情所以来不了了吧。	0	0	0	0	0	0	0	0	0	0	0	0
一定是我还不够努力，是我欠的东西太多了，我一定要拼命努力才行啊。我要对所有的事情负责。	0	0	0	0	0	0	0	0	1	0	0	0
我们带着虚假的微笑来隐藏痛苦，没有人能看到我们真正的破碎。	0	1	0	0	0	0	0	0	0	0	0	0
爆发了也好，我们大不了吵一架，各自说出自己的想法，也算能交流一下，总比一直僵着好	0	0	0	0	0	0	0	0	0	0	0	0
我应聘受挫了，我以后再也找不到工作了。	0	0	0	0	1	0	0	0	0	0	0	0
我本来就没有多少联系人，这也正常。	0	0	0	0	0	0	0	0	0	0	0	0
这回他们肯定都会嘲笑我吧，说我逞强	0	0	0	1	0	0	0	0	0	0	0	0
我这么粗心，连发个文件都能发错，老师不会在心里默默的给我记上一笔吧	0	0	0	0	1	0	0	0	0	0	0	0
我连与室友关系都没法处理，社交真的很令人害怕，我以后再也不社交了。	1	0	0	0	0	0	0	0	0	0	0	0
我的钱没了，我的家庭也支离破碎，我的人生就这么完了，我好想死。	0	0	0	0	0	1	0	0	0	0	0	0
父母伤心我也伤心，他们怎么就不能理解我呢	0	0	0	0	0	0	0	0	0	0	0	0
干的活儿他们就当看不到，这麻烦的事次次都有永无止境。	0	1	0	0	0	0	0	0	0	0	0	0
从我身边人对我的表现可以看出，所有人都对我没那么关心	0	1	0	0	0	0	0	0	0	0	0	0
我就像生活在地狱里一样，每天都被喋喋不休的声音折磨	0	1	0	0	0	0	0	0	0	0	0	0
从没见过想我一样无理取闹的人，一点是非也不分，真是没救。	0	0	1	0	0	0	0	0	0	0	0	0
放平心态调整呼吸，我一定能睡着的	0	0	0	0	0	0	0	0	0	0	0	0
好想她啊，这周末主动找她出来玩吧	0	0	0	0	0	0	0	0	0	0	0	0
多么难得的锻炼机会，我一定要全力以赴，进步必须成为现实。	0	0	0	0	0	0	0	0	0	0	0	0
这辈子没有人在乎我了。	0	1	0	0	0	0	0	0	0	0	0	0
人活在世界上就是受苦的，小的时候是父母，长大就是老板，从来不能自由	0	1	0	0	0	0	0	0	0	0	0	0
新同学是不是讨厌我啊？那我以后就不要再和他说话了	0	0	0	1	0	0	0	0	0	0	0	0
我看这领导就是看我不顺眼，我也没做错什么，怎么就说我一个人呢	0	0	0	1	0	0	0	0	0	0	0	0
再等等，再等等，以前肯定有一天会过去的，过去我就可以把我的小店重新开起来，一切都会好起来的	1	0	0	0	0	0	0	0	0	0	0	0
他们肯定在组团孤立我，就是看我不顺眼	0	0	0	1	0	0	0	0	0	0	0	0
我这么难受，我的老公不会可怜我的	0	0	0	0	1	0	0	0	0	0	0	0
老是说错话，大家质疑我的情商，都不愿意跟我玩了	0	0	0	1	0	0	0	0	0	0	0	0
本来开开心心出来玩却没订上酒店，真是的，还不如搁家躺着不出来呢	0	0	0	0	0	0	0	0	0	0	0	0
别的同事不下班我也不敢下班，总是觉得自己提前下班会被别人说不够努力，工作摸鱼	0	0	0	1	0	0	0	0	0	0	0	0
别人也会经历这样的情况，但他们都可以克服，只有我不行。	0	0	0	0	0	0	0	0	1	0	0	0
下次考试肯定又是倒数，不敢再面对一次了，我不想再去学校了。	0	0	0	0	1	0	0	0	0	0	0	0
照片一旦泄露出去，我的人生就毁了	0	0	0	0	0	1	0	0	0	0	0	0
为了社团牺牲了那么多的学习时间，就是想当上主席加分，这下好了，啥也没有，完了，大学废了	0	0	0	0	0	1	0	0	0	0	0	0
他放了我鸽子，是因为我没做好准备工作的原因吧	0	0	0	0	0	0	0	0	1	0	0	0
时间犹如流沙，在我的手中溜走。我需要赶紧找些事情做，我得抓紧了，实在不行先找点便宜的活干着	0	0	0	0	0	0	0	0	0	0	0	0
以后得变着花样做点好吃的，增加食欲，也提高自己的生活幸福指数。	0	0	0	0	0	0	0	0	0	0	0	0
明明就是针对我吧，就是看我是学生才这样对我的	0	0	0	1	0	0	0	0	0	0	0	0
艰难的选择让我有些迷茫，我的问题有些难以解决。	0	0	0	0	0	0	0	0	0	0	0	0
像我这种嘴笨的人就该找个山洞躲进去，一辈子不出来	0	0	1	0	0	0	0	0	0	0	0	0
妈妈对我的忧虑全都源于我不够优秀，这都是我的过错	0	0	0	0	0	0	0	0	1	0	0	0
同行眼睛都是瞎了吗？为什么不认可我，他们水平都不太行	0	0	0	1	0	0	0	0	0	0	0	0
一想到要去教育这些叛逆期的孩子我就感觉很麻烦，我根本没有多余的精力去引导他们，就这样吧，随便他们怎么生长	1	0	0	0	0	0	0	0	0	0	0	0
他们真是一群没办法相处的人，遇见他们是我惨	0	1	0	0	0	0	0	0	0	0	0	0
由于完全缺乏方向，几乎没有动力，以及对存在的恐惧感，我生活中的所有其他压力，我怀疑我什至无法维持一段浪漫的关系。 我很痛苦，那只会摧毁我试图建造的任何东西。	1	0	0	0	0	0	0	0	0	0	0	0
我和孩子同时掉水里，她肯定不会救我，她心里没有我了，还怎么一起过下去。	0	0	0	1	0	0	0	0	0	0	0	0
那其它同学一定很失望吧，我没有一直在网吧玩，又要抢他们的重点校名额了，不知道有没有人阻止老师抓我	0	0	0	1	0	0	0	0	0	0	0	0
她一定有姐妹或者什么的。那真是一场经验丰富的战斗。那个动作非常顺畅，一气呵成。她知道如何对付女孩。	0	0	0	0	0	0	0	0	0	0	0	0
他们高效率高也许是方法得当，思维不像我这么僵化，有时间去交流交流	0	0	0	0	0	0	0	0	0	0	0	0
都怪我没安排好，给周围人带来麻烦了都是我的错	0	0	0	0	0	0	0	0	1	0	0	0
我做什么都不被允许，不可以夜不归宿，不可以染发烫发，我的人生不属于我自己，我活着根本没有意义！	0	0	0	0	0	1	0	0	0	0	0	0
不会是我昨天和他说得时间不够清楚吧，还是我理解错他的意思了，才让他没能准时来。我真是一个糟糕的朋友。	0	0	1	0	0	0	0	0	0	0	0	0
我没把心思放在学习上，忘带作业喽。	0	0	0	0	0	0	0	0	0	0	0	0
突然没人陪我吃饭，有种莫名的寂寞感！呜呜，回头我一定要让她请我吃好吃的！	0	0	0	0	0	0	0	0	0	0	0	0
我十分难过，认为下次还会弄丢，毕竟我就是不擅长整理东西，丢东西是常事。	0	1	0	0	0	0	0	0	0	0	0	0
社团评优没有评上，都怪我答辩表现太差，我怎么这么容易说错话啊。	0	0	0	0	0	0	0	0	1	0	0	0
一想到他们都有才艺表演我就烦得要死，算了不吃了，我不如回房间刷我的手机去。	1	0	0	0	0	0	0	0	0	0	0	0
房租这么高我就算当牛做马也付不起啊	1	0	0	0	0	0	0	0	0	0	0	0
我只想回家告诉我的父母对不起，也没有要求任何东西，但我仍然觉得我辜负了他们。我只想让每个人都别管我	0	0	0	0	0	0	0	0	1	0	0	0
